id_cancion	plays	song	artist	id_cancion	requests
281627	13	I Want to Spend My Lifetime Loving You (Duet with Marc Anthony)	Tina Arena duet with Marc Anthony	281627	7
309815	13	JosÃ© RepÃºblica	Skalariak	309815	7
314969	13	Empire - Live From XFM	Kasabian	314969	7
343085	13	Storybook Love	Mark Knopfler, Willy DeVille	343085	7
357045	13	Toni Navaja	Paco Pil & Del Pino Brothers	357045	7
365846	13	Fari	Omar Pene, Super Diamono	365846	7
393882	13	No Such Thing	Chris Cornell	393882	7
430324	13	Sapore Di Sale	Gino Paoli	430324	7
441736	13	Love Revolution	Lenny Kravitz	441736	7
445459	13	Language - UK Edit	Porter Robinson	445459	7
451503	13	Insomnia	Ibiza Dance Party	451503	7
452023	13	Lava Lava	Boys Noize	452023	7
458267	13	Cantando cuentos	El Vicio Del Duende	458267	7
458482	13	Ostras pedigrÃ_n	Los Gandules	458482	7
458578	13	Blas En Frac	Los Gandules	458578	7
472071	13	I Wanna Be Your Man	The Beatles	472071	7
482406	13	New Generation	Scorpions	482406	7
482677	13	Fandangos De Huelva De La Paquera De Jerez	La Paquera De Jerez	482677	7
501134	13	Hombres De Respeto	La Polla	501134	7
505328	13	El Peligro	Malu	505328	7
509060	13	All That She Wants (Madness version)	Ace of Base	509060	7
562121	13	Litoral	Michel Cleis	562121	7
562285	13	My Spirit	Lacuna Coil	562285	7
566983	13	Help, Get Me Some Help	Tony Ronald	566983	7
571544	13	Hanging On - Edit	Ellie Goulding	571544	7
576660	13	Let Me Down Easy	Paolo Nutini	576660	7
580206	13	Sangre	Pedro Botero	580206	7
3127	13	Tanto Cielo Perdido	Shaila DÃºrcal	3127	6
4593	13	Otra Vez (delincuentes)	Sergio Dalma	4593	6
4885	13	A caballo	Marea	4885	6
9533	13	Loli Jackson	Dover	9533	6
12334	13	AntÃ¡rtida	Amaral	12334	6
12831	13	Skin And Bones	Foo Fighters	12831	6
23241	13	(It's Not War) Just The End Of Love	Manic Street Preachers	23241	6
24005	13	Triumph featuring CappaDonna - Explicit Version	Wu-Tang Clan	24005	6
32031	13	Didschn	Super Flu	32031	6
37994	13	Magic America	Blur	37994	6
42792	13	Otra Tarde	Los Secretos	42792	6
43369	13	God Part II	U2	43369	6
45522	13	"Entre Dos Tierras - Live In Germany Version;2011 - Remaster;"	Heroes Del Silencio	45522	6
61687	13	Be Quick Or Be Dead - 1998 - Remaster	Iron Maiden	61687	6
68661	13	Bamboleo	Gipsy Kings	68661	6
81989	13	Villancico Para Mi CuÃ±ado Fernando	Love of Lesbian	81989	6
129964	13	AbrÃ¡zame Muy Fuerte	Juan Gabriel	129964	6
140776	13	El Avestruz	La Polla Records	140776	6
177978	13	El Salmon - en directo 2005	AndrÃ©s Calamaro	177978	6
180479	13	Hush - 1998 - Remaster	Deep Purple	180479	6
210343	13	Dead Bodies Everywhere	Korn	210343	6
211994	13	Love Gun	Kiss	211994	6
216419	13	She's Bought A Hat Like Princess Marina - Mono Version	The Kinks	216419	6
233935	13	Stagger Lee - 2011 - Remaster	Nick Cave & The Bad Seeds	233935	6
244819	13	Work It - Promo LP Version	Missy Elliott	244819	6
248541	13	"New York City Boy - US Radio Edit;2003 - Remaster"	Pet Shop Boys	248541	6
261090	13	It's Not Unusual - 2nd Studio Version	Tom Jones, Les Reed	261090	6
265824	13	Anda suelto SatanÃ¡s	BarÃ_n Rojo	265824	6
274512	13	Timbalero	El Gran Combo De Puerto Rico	274512	6
302837	13	Zzyzx Rd.	Stone Sour	302837	6
310054	13	Un Gran Plan (Remix)	Violadores Del Verso	310054	6
310823	13	Manhattan	Kings Of Leon	310823	6
312666	13	Lay It Down	Lloyd	312666	6
320834	13	Mil Horas - En Vivo Desde Tijuana, Mexico_2004	Enanitos Verdes	320834	6
349039	13	Detalles	Oscar D'LeÃ_n	349039	6
350686	13	Chupones	Ska-P	350686	6
353464	13	Paga la Cuenta Sinverguenza	Manzanita y su Conjunto	353464	6
378579	13	Gold - feat. Eighty4 Fly	Macklemore & Ryan Lewis	378579	6
417524	13	And She Was	Psycho Killers	417524	6
420753	13	Razzle Dazzle	Bill Haley & The Comets	420753	6
444948	13	Girls Just Want To Have Fun	Cyndi Lauper	444948	6
453727	13	Hey Baby	Stephen Marley, Mos Def	453727	6
473339	13	Ã_nico	Joey Montana	473339	6
490653	13	Mi PC	Juan Luis Guerra	490653	6
502078	13	Despistado	La Fuga	502078	6
512883	13	Navidad Sin Ti	Secreto el Famoso Biberon	512883	6
517458	13	Maitia Nun Zira	Kepa Junkera	517458	6
531685	13	A dos velas	Silencio Absoluto	531685	6
540165	13	Heaven (Live Studio Session)	Depeche Mode	540165	6
542783	13	Around The Bend	The Asteroids Galaxy Tour	542783	6
546478	13	Scorpio Rising	Death In Vegas	546478	6
551324	13	Curriqui de Barrio	La Banda Trapera Del Rio	551324	6
832	13	Roll On	Kid Rock	832	5
1647	13	Kiss Of Life	Sade	1647	5
4559	13	TÃº	Sergio Dalma	4559	5
8051	13	School	Nirvana	8051	5
9947	13	Mientes	Xtreme	9947	5
13736	13	Amigo - Salsa Version	Marc Anthony	13736	5
14806	13	Ni Loca	Fanny Lu, Dalmata	14806	5
28571	13	Nada Particular	Miguel BosÃ©	28571	5
29397	13	Contra La Pared	Barricada	29397	5
38662	13	Love In An Elevator - Live Version	Aerosmith	38662	5
43364	13	Pride (In The Name Of Love) - Live - Rattle & Hum Version	U2	43364	5
44563	13	Miente	Bustamante	44563	5
45341	13	A Question Of Lust (Single Version)	Depeche Mode	45341	5
45371	13	"People Are People - Single Version;2006 Digital Remaster"	Depeche Mode	45371	5
46481	13	Chihuahua	Kaotiko	46481	5
49158	13	Empezar de nuevo	BelÃ©n Moreno	49158	5
82725	13	Steeler	Judas Priest	82725	5
87410	13	Something to Believe In	The Offspring	87410	5
119965	13	Virtuosos	Violadores Del Verso	119965	5
124146	13	Date Rape	Sublime	124146	5
131952	13	Stay Clean	MotÃ¶rhead	131952	5
177029	13	Por Una Vez	Habeas Corpus	177029	5
183774	13	Wild Boys	Hardcore Superstar	183774	5
189035	13	Institutionalized	Suicidal Tendencies	189035	5
206272	13	Jimmi Jazz	Kortatu	206272	5
212394	13	Nobody Home - feat. Rick Wakeman (Yes)	Rick Wakeman (Yes)	212394	5
213164	13	Papas Got a Brand New Bag	James Brown	213164	5
251207	13	Cuentame	Daddy Yankee	251207	5
262563	13	Boyfriend	Big Time Rush	262563	5
264353	13	The Fire	The Roots, John Legend	264353	5
307271	13	Baby - Get It On	Ike & Tina Turner	307271	5
310453	13	Sal y otras historias	Maga	310453	5
310794	13	Cuando Todo Acabe con El Chojin - colabora Jefe De La M	SFDK, El Chojin, Zatu, Jefe de la M	310794	5
310827	13	I Want You	Kings Of Leon	310827	5
354570	13	Genuino	Chino Nino, Tego Calderon	354570	5
406211	13	The Hellcat Spangled Shalalala	Arctic Monkeys	406211	5
419374	13	I Wanna Be	Eric Clapton_B.B. King	419374	5
447557	13	Viento	Extrechinato y Tu	447557	5
458229	13	Mil tallos (vuelvo a brotar)	Sinkope	458229	5
461275	13	Satisfy My Soul	Bob Marley	461275	5
463024	13	Alquimia	Falsalarma	463024	5
480529	13	Dreamer (Brian Cross Remix)	Soraya	480529	5
486845	13	Zure Amak Badaki	Sorotan Bele	486845	5
488525	13	Imaginatelos Cagando	Koma	488525	5
490651	13	Si tÃº te vas	Juan Luis Guerra	490651	5
502461	13	Brigada criminal	Rip	502461	5
535586	13	Periodico de Ayer	Los Titanes	535586	5
536453	13	Four Sticks	Led Zeppelin	536453	5
554580	13	Nelson Mandela	New York Ska-Jazz Ensemble	554580	5
554652	13	Gimme Twice	The Royal Concept	554652	5
567059	13	Help, Get Me Some Help	Tony Ronald	567059	5
575318	13	Light Me Up	Icona Pop	575318	5
576656	13	Extraordinary feat. Sharna Bass	Clean Bandit, Sharna Bass	576656	5
577655	13	Bobby Fischer Contra Spassky	Los Chikos del Maiz	577655	5
5454	13	Angelito	Carlos Baute	5454	4
10682	13	Me He Vuelto A Equivocar	Elefantes	10682	4
11620	13	Otra Vez	Coti	11620	4
12313	13	Marta, Sebas, Guille Y Los DemÃ¡s	Amaral	12313	4
12968	13	Dulce mirada	Ariel Rot	12968	4
23712	13	Nube Negra	Joaquin Sabina	23712	4
31823	13	Pagas caro mi amor	Nacha Pop	31823	4
37319	13	Arte y flow	Fondo Flamenco	37319	4
39342	13	Jet lag	Ivan Ferreiro	39342	4
104267	13	El duelo - con Ely Guerra	La Ley	104267	4
119961	13	Modestia Aparte	Violadores Del Verso	119961	4
120708	13	Mil calles llevan hacia Ti En Directo	La Guardia	120708	4
126591	13	No One Is To Blame (Live)	Howard Jones	126591	4
140901	13	Mis cojones y yo	La Polla Records	140901	4
146408	13	RecogerÃ¡s	Nolasco	146408	4
198453	13	Too Little Too Late	JoJo	198453	4
231810	13	Leave It Alone	NOFX	231810	4
242407	13	Noche de Estrellas	Rafaga	242407	4
244696	13	Get Ur Freak On	Missy Elliott	244696	4
247886	13	Let's Get Dirty (I Can't Get In Da Club)	Redman, DJ Kool	247886	4
258824	13	Amor Prohibido - Live	Selena	258824	4
265755	13	El Desprecio	Aventura	265755	4
279181	13	Cucu Cantaba La Rana	Grupo Encanto	279181	4
280450	13	Spoonful	Howlin' Wolf	280450	4
297501	13	Zed's Dead, Baby_Bullwinkle Part II	Maria De Medeiros, Bruce Willis, The Centurians	297501	4
333550	13	Metal Health (Bang Your Head)	Quiet Riot	333550	4
351355	13	Jamaica Ska	Carmen Rivero Y Su Conjunto	351355	4
364583	13	Terrorismo Kontrolado	Manolo Kabezabolo	364583	4
368808	13	Put It In A Love Song	Alicia Keys, BeyoncÃ© Knowles	368808	4
369523	13	Los Dos Cogidos De La Mano	Alejandro Sanz	369523	4
410973	13	Black Heart - Original Mix	Spaceman, Cora Novoa	410973	4
458490	13	PasiÃ_n Leguminosa	Los Gandules	458490	4
464154	13	Pilla Cacho	Morodo	464154	4
501180	13	Quiero ver	La Polla	501180	4
533237	13	Heartbroken, In Disrepair	Dan Auerbach	533237	4
536464	13	Thank You	Led Zeppelin	536464	4
542855	13	For You	Tracy Chapman	542855	4
567550	13	Misere Mani	Era	567550	4
576204	13	Heart Attack	Enrique Iglesias	576204	4
578049	13	Gooey	Glass Animals	578049	4
4597	13	Mientras Tanto	Sergio Dalma	4597	3
5310	13	Tulipan	Amaia Montero	5310	3
6138	13	El Alma Al Aire	Alejandro Sanz	6138	3
7948	13	Stay Away	Nirvana	7948	3
8803	13	Te Voy A Olvidar	Juan Gabriel	8803	3
10863	13	Dreams	David Guetta	10863	3
11182	13	Mundo De Cristal - Ivan Ferreiro & Pereza	Duncan Dhu	11182	3
11257	13	Mujer ExtraÃ±a	Manuel Carrasco	11257	3
13232	13	Piel Morena	Thalia	13232	3
15430	13	Hablame Del Sur	El Arrebato	15430	3
19360	13	La Venia Bendita - Live Version	Marco Antonio SolÃ_s	19360	3
22978	13	Love Is The Drug	Roxy Music	22978	3
28726	13	La Chula	Miguel BosÃ©	28726	3
30268	13	Me agarraste - Jorge Drexler	Quique Gonzalez	30268	3
35873	13	Mi Vida Sin Tu Amor - Remix	Cristian Castro	35873	3
38060	13	Bipolar	La Sonrisa De Julia	38060	3
39177	13	SÃ_	Bunbury	39177	3
39230	13	Con El Alma En Los Labios	Bunbury	39230	3
43769	13	Tabanquero	Los Delinquentes	43769	3
44794	13	La Princesa Y El Soldado	Carlos Vives	44794	3
147858	13	A Lo Mejor Me QuerÃ_as	Los CaÃ±os	147858	3
158687	13	My Babe	Little Walter	158687	3
169232	13	Mi Princesa	Gondwana	169232	3
174357	13	El Partisano	Espaldamaceta, Maria RodÃ©s	174357	3
174613	13	En El Cielo No Hay Hospital	Juan Luis Guerra	174613	3
176304	13	Camorra - Original Mix	Nicky Romero	176304	3
201373	13	Bourbon in the Jar	Calexico	201373	3
221289	13	Take You Down	Chris Brown	221289	3
227977	13	Hold On Tight	Electric Light Orchestra	227977	3
238484	13	Hot Stuff - Single Version	Donna Summer	238484	3
252289	13	I Can't Be Without You	Lenny Kravitz	252289	3
263455	13	Michael The Lover	The Jackson Five	263455	3
267802	13	Donâ€™t Leave Me This Way	Thelma Houston	267802	3
267846	13	Father And Son	Cat Stevens	267846	3
310353	13	Better Luck Next Time	Scissor Sisters	310353	3
310404	13	Astrolabios	Maga	310404	3
314964	13	Seek & Destroy	Kasabian	314964	3
318914	13	Whole _Lotta Shakin' Goin' On	Jerry Lee Lewis	318914	3
322644	13	Bad To The Bone	Running Wild	322644	3
347274	13	Little Drummer Boy	Boney M.	347274	3
351302	13	Little Bad Girl - feat. Taio Cruz & Ludacris	David Guetta, Ludacris, Taio Cruz	351302	3
358532	13	Soy Lo Prohibido	Rafaela	358532	3
369817	13	Took My Love	Pitbull, Vein, Red Foo, David Rush	369817	3
370880	13	Sweetest Girl (Dollar Bill) featuring Akon, Lil Wayne, and introducing Niia	Wyclef Jean	370880	3
377950	13	Alli donde soliamos gritar - remix	Love of Lesbian	377950	3
443406	13	Set You Free	3OH!3	443406	3
444805	13	Brother Louie	Disco Fever	444805	3
444954	13	Never Forget You	Noisettes	444954	3
445154	13	Good bye	Los Puntos	445154	3
447568	13	Gloria In Excelsis Deo	Antonio Vivaldi	447568	3
451710	13	Just A Friend  (Re-recorded _ Remastered)	Biz Markie	451710	3
460746	13	Elvis Martinez - Bella	Elvis Martinez	460746	3
461343	13	Rat Race	Bob Marley	461343	3
464168	13	MLStayl (Spity Riddim)	Morodo	464168	3
482259	13	Demasiado Tarde	Bunbury	482259	3
486430	13	We Are The Champions	Various Artists	486430	3
494676	13	Fiesta	The Pogues	494676	3
495045	13	What You Know (Live At Brixton Academy)	Two Door Cinema Club	495045	3
502418	13	Dime tu	Parabellum	502418	3
506589	13	Fuego de RevoluciÃ_n	Skalariak	506589	3
548381	13	Rain Fall Down (Will.I.am Remix)	The Rolling Stones	548381	3
555512	13	Salsa Dura	La Excelencia	555512	3
579816	13	Taste the Feeling	Conrad Sewell	579816	3
580066	13	TÃº y yo	Sergio Dalma	580066	3
741	13	Corazon	El Canto Del Loco	741	2
3323	13	Desde El Puerto	La Oreja de Van Gogh	3323	2
5331	13	Chiquitita - English Version	Amaia Montero	5331	2
6063	13	Try to save your song	Alejandro Sanz	6063	2
9254	13	La Noche Pide Fiesta (Radio Edit)	Llemel Stone, QUIQUE TEJADA, Isaac Luque	9254	2
10249	13	Camela 3	Reincidentes	10249	2
12346	13	De La Noche A La MaÃ±ana	Amaral	12346	2
13109	13	Cuando te despiertas - con Pablo Mora de Lagarto Amarillo	Despistaos	13109	2
18829	13	MÃ¡s (Ralphi Rosario Spanish Radio Remix)	Ricky Martin	18829	2
20647	13	Crazy Love	Bon Jovi	20647	2
21441	13	Vaqueros Del Espacio - loquillo y sabino	Loquillo	21441	2
21457	13	Arte y ensayo	Loquillo Y Los Trogloditas	21457	2
26387	13	Sevillanas De Manuela	Los Marismenos	26387	2
31336	13	Me Cuesta Tanto Olvidarte	Mecano	31336	2
37341	13	This Is My Love	Fondo Flamenco	37341	2
39356	13	Paraisos perdidos	Ivan Ferreiro	39356	2
41383	13	SueÃ±os Rotos	Camela	41383	2
41921	13	Run It! - Featuring Juelz Santana	Chris Brown	41921	2
45205	13	Rock That Body	The Black Eyed Peas	45205	2
45233	13	Someday	The Black Eyed Peas	45233	2
45772	13	La Herida	La Frontera	45772	2
50086	13	The Bird And The Worm	The Used	50086	2
50719	13	No Quiero Verte Nunca Mas	OBK	50719	2
54585	13	Mi Primo El Nano	Joaquin Sabina	54585	2
105644	13	Shadows of Ourselves	Thievery Corporation	105644	2
105670	13	Sound The Alarm	Thievery Corporation	105670	2
107744	13	Vivir Sin Ella - Live Version	Gilberto Santa Rosa	107744	2
117381	13	Honky Tonk Women - Mono Version	The Rolling Stones	117381	2
140678	13	El avestruz	La Polla Records	140678	2
142505	13	Steal My Sunshine - Single Version	Len	142505	2
146425	13	Su Color	Nolasco	146425	2
147117	13	Crown Of Thorns	Mother Love Bone	147117	2
167298	13	Buffalo Stance (12'' Version)	Neneh Cherry	167298	2
169471	13	Asi Es La Vida	Luis Enrique	169471	2
176055	13	Human After All	Daft Punk	176055	2
176146	13	No Fun (Play The Guitar Johnny) - Live at AB 27-10-06	Vitalic	176146	2
188953	13	Ma jeunesse	Carla Bruni	188953	2
188956	13	Tu es ma came	Carla Bruni	188956	2
191261	13	Radetki Marsch	Marchas Militares del Mundo	191261	2
201440	13	Crumble	Calexico	201440	2
207553	13	Pretty On The Outside	Bullet For My Valentine	207553	2
208366	13	Te Quiero Comer La Boca	La Mosca Tse-Tse	208366	2
216412	13	Yes Sir, No Sir - Mono Version	The Kinks	216412	2
223100	13	Goody Goody	Ella Fitzgerald	223100	2
231143	13	Senses Working Overtime - 2001 Digital Remaster	XTC	231143	2
244065	13	Everyday Is A Winding Road	Sheryl Crow	244065	2
265756	13	All Up 2 You	Aventura	265756	2
299786	13	Crushcrushcrush (Made Famous by Paramore)	The Modern Rock Heroes	299786	2
299793	13	What About Now (Made Famous by Daughtry)	The Modern Rock Heroes	299793	2
299817	13	She's A Genius (Made Famous by Jet)	The Modern Rock Heroes	299817	2
304234	13	Bang! Bang	Tako	304234	2
318065	13	She's So High - Single Version	Blur	318065	2
340936	13	Never Gonna Find Me - Explicit Album Version	The Offspring	340936	2
343433	13	Buggin' Out	A Tribe Called Quest	343433	2
355036	13	Inside My Love	Delilah	355036	2
364391	13	No existe viento	Albertucho	364391	2
367707	13	Still Alive	Nocturnal Rites	367707	2
369687	13	I'm Not Skrillex - Original Mix	Rednek	369687	2
369868	13	Sabes Bien	Malu	369868	2
374375	13	Semplicemente	Antonio Summa	374375	2
378014	13	Ciudadano A - Ivan ferreiro	SPRSBMRN	378014	2
383784	13	Yo Tengo Una Mania	El Mani	383784	2
384761	13	Hazy Shade Of Winter	The Bangles	384761	2
417700	13	Yakety Yak - Single_LP Version	The Coasters	417700	2
419377	13	When My Heart Beats Like A Hammer	Eric Clapton_B.B. King	419377	2
431866	13	Gonna Fly Now (From Rocky)	Bill Conti, University of Washington Husky Marching Band, Dr. Brad McDavid	431866	2
434120	13	Higher Than The Sun	Primal Scream	434120	2
440574	13	Unwritten - Live At the Nokia Theatre, New York	Natasha Bedingfield	440574	2
443383	13	Do It On My Own - DJ Antoine vs Mad Mark Radio Edit	Craig David, Remady	443383	2
445749	13	Pride (In The Name Of Love)	U2	445749	2
450331	13	Miliki's inspector gadget	MILIKI	450331	2
462645	13	Un Regalo	La Dama Se Esconde	462645	2
473028	13	Halo	Evans Blue	473028	2
476624	13	SeÃ±or Cobranza	Bersuit Vergarabat	476624	2
488842	13	Ciego De Amor	Los Fabulosos Cadillacs	488842	2
491375	13	Ezetz	Gose	491375	2
506146	13	Ikusi	Delirium Tremens	506146	2
532079	13	Disco Eterno (MTV Unplugged)	Soda Stereo	532079	2
536511	13	In My Time Of Dying	Led Zeppelin	536511	2
542636	13	It's The Way You Love Me (feat. Kelly Rowland)	David Guetta	542636	2
546830	13	Blood Like Lemonade	Morcheeba	546830	2
548269	13	Everything Is Turning to Gold	The Rolling Stones	548269	2
548274	13	Little T&A	The Rolling Stones	548274	2
548276	13	Neighbours	The Rolling Stones	548276	2
548321	13	You Can't Always Get What You Want (Live)	The Rolling Stones	548321	2
559541	13	Su Nombre En Mi Cuaderno	Makano	559541	2
567859	13	Dile A Ella	Victor Manuelle	567859	2
579007	13	Que Se Cuide	Secreto el Famoso Biberon	579007	2
5326	13	Entre Tu Y Yo	Amaia Montero	5326	1
5875	13	'S Wonderful - Live	Diana Krall	5875	1
6122	13	Cuando Nadie Me Ve	Alejandro Sanz	6122	1
7778	13	Con Los Ojos Cerrados	Gloria Trevi	7778	1
8668	13	Inocente Pobre Amigo	Juan Gabriel	8668	1
9340	13	Pasimisi, pasimisa	Jaime Urrutia	9340	1
10205	13	ConexiÃ_n En Miami	Reincidentes	10205	1
13300	13	Perdido En La Ciudad	M-Clan	13300	1
14891	13	Dressed For Success - US Single Mix	Roxette	14891	1
15109	13	Barrio	La Caja De Pandora	15109	1
15515	13	Tu Amor	El Arrebato	15515	1
15529	13	My Black Cloud	Fuzztones	15529	1
18013	13	Teniendo Nada	Forraje	18013	1
24660	13	Animal	Pignoise	24660	1
26531	13	Huelva, Te Quiero	Los Marismenos	26531	1
28660	13	Te AmarÃ©	Miguel BosÃ©	28660	1
30217	13	Madness	Marlango	30217	1
31332	13	Naturaleza Muerta	Mecano	31332	1
33884	13	The Light	Common	33884	1
37307	13	Arte y flow	Fondo Flamenco	37307	1
38244	13	Your True Love	Carl Perkins	38244	1
39345	13	La cancione del no	Ivan Ferreiro	39345	1
42352	13	No Dejes Nada	Boikot	42352	1
42507	13	Say Hello to the Angels	Interpol	42507	1
43394	13	Even Better Than The Real Thing - Fish Out Of Water Remix	U2	43394	1
48447	13	Madre Hermosa (Buleria)	"Diego ""El Cigala"""	48447	1
49186	13	La Guitarra (Bulerias Por Solea)	NiÃ±a Pastori	49186	1
49289	13	Somos La Magia	NiÃ±a Pastori	49289	1
50357	13	Be Aggressive	Faith No More	50357	1
50864	13	Promises - feat. Pierre N'Sue [Acoustic version]	OBK	50864	1
50867	13	Promises - feat. Pierre N'Sue [Antonio Escobar remix]	OBK	50867	1
52524	13	Besos De Tu Boca	David Bisbal	52524	1
69296	13	Ultimamente	Ismael Serrano	69296	1
69427	13	Despierta	Ismael Serrano	69427	1
69658	13	The Motto - Album Version (Edited)	Drake, Lil Wayne	69658	1
77200	13	Broadway	Christian McBride Big Band	77200	1
81397	13	Si Os Vais	Los Ronaldos	81397	1
81605	13	Guardalo	Los Ronaldos	81605	1
93171	13	Giratutto (Feat. Jorge Drexler)	Macaco, Jorge Drexler	93171	1
95518	13	Unchain The Night	Dokken	95518	1
99991	13	I'm Your Angel (Duet with R. Kelly)	"R. Kelly;CÃ©line Dion"	99991	1
106930	13	Life's A Bitch - Explicit Album Version	Nas	106930	1
116909	13	Carmen La Canastera (Buleria)	Diego _El Cigala_	116909	1
116914	13	Hay Azules Que Se Caen De Moraos (Tanguillos)	Diego _El Cigala_	116914	1
116933	13	Corren Tiempos De Alegria (Buleria)	Diego _El Cigala_	116933	1
116974	13	Tientos Del Limon (Tientos-Tangos)	Diego _El Cigala_	116974	1
116979	13	Abriendo La MaÃ±ana (Bulerias)	Diego _El Cigala_	116979	1
116989	13	Por Los Rios - Guitarra (Bulerias)	Diego _El Cigala_	116989	1
116990	13	MalagueÃ±o - Azul (De Malaga MalagueÃ±ito)	Diego _El Cigala_	116990	1
124219	13	Facing West	Pat Metheny Group	124219	1
125457	13	Iâ€™m Not Worried At All	Moby	125457	1
125476	13	Afterlife	Moby	125476	1
139718	13	Vagabond	Beirut	139718	1
141754	13	Jeanny	Falco	141754	1
143452	13	Mechanix - Clean Version	Megadeth	143452	1
150497	13	Mi Nazareno	Camaron De La Isla	150497	1
151833	13	Quiereme	Los Bukis	151833	1
164731	13	En la plaza del caballo	El Ã_ltimo Ke Zierre	164731	1
164767	13	Odio a la nueva mayorÃ_a	El Ã_ltimo Ke Zierre	164767	1
176137	13	Bambalec - Live at AB 27-10-06	Vitalic	176137	1
176138	13	Anatoles - Live at AB 27-10-06	Vitalic	176138	1
176144	13	_Filth 'n' dirt_ Go Ahead (Vitalic Garage Remix) - Live at AB 27-10-06	Vitalic	176144	1
176152	13	Second Lives - Mustang Remix	Vitalic	176152	1
207772	13	Feelin' The Same Way	Norah Jones	207772	1
208646	13	Capricorn [A Brand New Name]	30 Seconds To Mars	208646	1
212676	13	Eres Todo Para Mi _You To Me Are Everything_	Miguel BosÃ©	212676	1
213798	13	Blue Moon	Dean Martin	213798	1
216534	13	Death Of A Clown	The Kinks	216534	1
221317	13	Forever	Chris Brown	221317	1
222997	13	I'm Eighteen	Alice Cooper	222997	1
240431	13	There Is No Time	Lou Reed	240431	1
246037	13	On The Strip	Sonic Youth	246037	1
256749	13	She Goes Down	MÃ¶tley CrÃ_e	256749	1
259922	13	Go, Love	Mark Knopfler	259922	1
261101	13	Green Green Grass Of Home	Tom Jones, Les Reed	261101	1
278547	13	You Better Believe	Gene Vincent & His Blue Caps	278547	1
279298	13	Witch Doctor	Grupo Encanto	279298	1
286066	13	El Momento MÃ¡s Feliz	La Casa Azul	286066	1
299809	13	That Golden Rule (Made Famous by Biffy Clyro)	The Modern Rock Heroes	299809	1
302863	13	My One Desire	Stray Cats	302863	1
306368	13	Road To Hell	The Rock Masters	306368	1
314966	13	The Doberman	Kasabian	314966	1
334303	13	(I Canâ€™t Get No) Satisfaction	Cat Power	334303	1
335582	13	Who I Am	Brandy	335582	1
340495	13	Something 4 The Weekend	Super Furry Animals	340495	1
345660	13	Stuck On You	Lionel Richie	345660	1
345739	13	Sail On	Commodores	345739	1
350669	13	Violencia Machista	Ska-P	350669	1
351732	13	Madre Rumba	Celia Cruz	351732	1
353562	13	Kids With Guns (Quiet Village Remix)	Gorillaz	353562	1
355436	13	Oro y Sangre	John Talabot	355436	1
355753	13	Electric Mistress	Jamiroquai	355753	1
357837	13	He Wasn't Man Enough - Radio Edit	Toni Braxton	357837	1
364518	13	This Time	Bryan Adams	364518	1
365731	13	Por un PuÃ±ado de DÃ_lares (From _Per un pugno di dollari_)	Western Texas Films Orchestra	365731	1
369522	13	Lo Que Fui Es Lo Que Soy	Alejandro Sanz	369522	1
370780	13	War _ No More Trouble - Live at the Stanley Theatre - 9_23_1980	Bob Marley & The Wailers	370780	1
377954	13	Las malas lenguas - Live	Love of Lesbian	377954	1
391078	13	One Step Beyond	Inspector7	391078	1
403185	13	Chill Del La Mer - Blank CafÃ© Relax Mix	DJ Lounge Del Mar	403185	1
406246	13	Working Class Hero	Green Day	406246	1
409588	13	Funeral March (from Piano Sonata No. 2)	Frederic Chopin	409588	1
417461	13	Great Balls Of Fire	Jerry Lee Lewis	417461	1
425955	13	The Saints Are Coming	U2	425955	1
433969	13	Sos	Eclipse	433969	1
441309	13	Walkin' In The Rain With The One I Love - Single Version	Love Unlimited	441309	1
443090	13	Losing You	Solange	443090	1
445718	13	Surrender	U2	445718	1
460501	13	J'Aime A Nouveau	Zaz	460501	1
464166	13	Interludio	Morodo	464166	1
466154	13	La dispute	Yann Tiersen	466154	1
476294	13	Storms In Africa	Enya	476294	1
477018	13	Me ha tocado vivir	SinLache	477018	1
480181	13	Bang Bang	Janis Martin	480181	1
480186	13	Ooby Dooby	Janis Martin	480186	1
483530	13	Algo	Second	483530	1
500861	13	Egunsenti Izartsua	Kashbad	500861	1
505756	13	Animal	Conor Maynard	505756	1
507663	13	Nadie	Pistones	507663	1
509742	13	You Can't Hold Me Down	Us3	509742	1
535244	13	Go Let It Out	Oasis	535244	1
540585	13	Ventura	Lori Meyers	540585	1
542407	13	amores perros	Celia Cruz	542407	1
548350	13	Black Limousine	The Rolling Stones	548350	1
549673	13	So Good	B.o.B	549673	1
552044	13	When You Dance You Can Really Love	Neil Young	552044	1
552054	13	Tonight's The Night	Neil Young	552054	1
555724	13	Mi Negrita Me Espera	Ismael Rivera	555724	1
555759	13	Sin Sentimiento	Alberto Barros	555759	1
560831	13	Down On The Corner	John Fogerty	560831	1
564249	13	I Only Want You	Eagles of Death Metal	564249	1
567621	13	Belfast	Orbital	567621	1
567929	13	No Vale la Pena Sufrir	Daniel Santacruz	567929	1
571572	13	Turning Into You	The Offspring	571572	1
371607	12	ScheiÃŸe	Lady Gaga	371607	24
455222	12	Requiem_ Dies Irae	Wolfgang Amadeus Mozart	455222	21
453695	12	CorazÃ_n Elocuente	Lori Meyers	453695	19
18523	12	NiÃ±o, Joe!!	Mojinos Escozios	18523	18
493958	12	Cannonball (radio remix)	Damien Rice	493958	17
168656	12	Hold On - Radio	Adri Garcia, Luis de Frutos	168656	16
